card_type_id,name,hp,rarity,artist,supertype,convertedRetreatCost,set_name,set_series,number,type_1,subtype_1,nationalPokedexNumber,num_abilities,num_attacks,num_resistances,num_weaknesses,price_type,price_bucket,release_year
pl1-3_reverseHolofoil,Blaziken,130,Rare Holo,Hajime Kusajima,Pokémon,1,Platinum,Platinum,3,Fire,Stage 2,257.0,1,2,0,1,reverseHolofoil,low,2009
sm115-2_normal,Metapod,90,Uncommon,Shibuzoh.,Pokémon,2,Hidden Fates,Sun & Moon,2,Grass,Stage 1,11.0,0,1,0,1,normal,low,2019
sm115-2_reverseHolofoil,Metapod,90,Uncommon,Shibuzoh.,Pokémon,2,Hidden Fates,Sun & Moon,2,Grass,Stage 1,11.0,0,1,0,1,reverseHolofoil,low,2019
gym1-3_firstEditionHolofoil,Erika's Clefable,70,Rare Holo,Atsuko Nishida,Pokémon,2,Gym Heroes,Gym,3,Colorless,Stage 1,36.0,0,2,1,1,firstEditionHolofoil,high,2000
dp3-3_holofoil,Charizard,130,Rare Holo,Daisuke Ito,Pokémon,3,Secret Wonders,Diamond & Pearl,3,Fire,Stage 2,6.0,1,1,1,1,holofoil,high,2007
dp3-3_reverseHolofoil,Charizard,130,Rare Holo,Daisuke Ito,Pokémon,3,Secret Wonders,Diamond & Pearl,3,Fire,Stage 2,6.0,1,1,1,1,reverseHolofoil,high,2007
sm2-1_normal,Bellsprout,60,Common,Aya Kusube,Pokémon,1,Guardians Rising,Sun & Moon,1,Grass,Basic,69.0,0,1,0,1,normal,low,2017
sm2-1_reverseHolofoil,Bellsprout,60,Common,Aya Kusube,Pokémon,1,Guardians Rising,Sun & Moon,1,Grass,Basic,69.0,0,1,0,1,reverseHolofoil,low,2017
base5-1_firstEditionHolofoil,Dark Alakazam,60,Rare Holo,Ken Sugimori,Pokémon,3,Team Rocket,Base,1,Psychic,Stage 2,65.0,0,2,0,1,firstEditionHolofoil,high,2000
xy4-1_normal,Venonat,60,Common,Sumiyoshi Kizuki,Pokémon,1,Phantom Forces,XY,1,Grass,Basic,48.0,0,1,0,1,normal,low,2014
xy4-1_reverseHolofoil,Venonat,60,Common,Sumiyoshi Kizuki,Pokémon,1,Phantom Forces,XY,1,Grass,Basic,48.0,0,1,0,1,reverseHolofoil,low,2014
bw11-1_normal,Tangela,70,Common,kirisAki,Pokémon,2,Legendary Treasures,Black & White,1,Grass,Basic,114.0,0,2,1,1,normal,low,2013
bw11-1_reverseHolofoil,Tangela,70,Common,kirisAki,Pokémon,2,Legendary Treasures,Black & White,1,Grass,Basic,114.0,0,2,1,1,reverseHolofoil,low,2013
ex4-1_holofoil,Team Aqua's Cacturne,80,Rare Holo,K. Utsunomiya,Pokémon,2,Team Magma vs Team Aqua,EX,1,Grass,Stage 1,332.0,0,2,0,1,holofoil,low,2004
ex4-1_reverseHolofoil,Team Aqua's Cacturne,80,Rare Holo,K. Utsunomiya,Pokémon,2,Team Magma vs Team Aqua,EX,1,Grass,Stage 1,332.0,0,2,0,1,reverseHolofoil,low,2004
bw4-1_normal,Pinsir,80,Rare,Masakazu Fukuda,Pokémon,2,Next Destinies,Black & White,1,Grass,Basic,127.0,0,2,0,1,normal,low,2012
bw4-1_reverseHolofoil,Pinsir,80,Rare,Masakazu Fukuda,Pokémon,2,Next Destinies,Black & White,1,Grass,Basic,127.0,0,2,0,1,reverseHolofoil,low,2012
bw9-1_normal,Weedle,50,Common,Sumiyoshi Kizuki,Pokémon,1,Plasma Freeze,Black & White,1,Grass,Basic,13.0,0,1,0,1,normal,low,2013
bw9-1_reverseHolofoil,Weedle,50,Common,Sumiyoshi Kizuki,Pokémon,1,Plasma Freeze,Black & White,1,Grass,Basic,13.0,0,1,0,1,reverseHolofoil,low,2013
base1-1_holofoil,Alakazam,80,Rare Holo,Ken Sugimori,Pokémon,3,Base,Base,1,Psychic,Stage 2,65.0,1,1,0,1,holofoil,low,1999
pop3-1_normal,Blastoise,120,Rare,Mitsuhiro Arita,Pokémon,2,POP Series 3,POP,1,Water,Stage 2,9.0,0,2,0,1,normal,high,2006
pop3-1_holofoil,Blastoise,120,Rare,Mitsuhiro Arita,Pokémon,2,POP Series 3,POP,1,Water,Stage 2,9.0,0,2,0,1,holofoil,high,2006
dp4-1_holofoil,Blaziken,130,Rare Holo,Kagemaru Himeno,Pokémon,1,Great Encounters,Diamond & Pearl,1,Fire,Stage 2,257.0,0,2,0,1,holofoil,low,2008
dp4-1_reverseHolofoil,Blaziken,130,Rare Holo,Kagemaru Himeno,Pokémon,1,Great Encounters,Diamond & Pearl,1,Fire,Stage 2,257.0,0,2,0,1,reverseHolofoil,low,2008
bw7-1_normal,Oddish,50,Common,Kanako Eo,Pokémon,1,Boundaries Crossed,Black & White,1,Grass,Basic,43.0,0,2,1,1,normal,low,2012
bw7-1_reverseHolofoil,Oddish,50,Common,Kanako Eo,Pokémon,1,Boundaries Crossed,Black & White,1,Grass,Basic,43.0,0,2,1,1,reverseHolofoil,low,2012
ex8-1_holofoil,Altaria,70,Rare Holo,Kyoko Umemoto,Pokémon,1,Deoxys,EX,1,Colorless,Stage 1,334.0,1,2,1,1,holofoil,low,2005
ex8-1_reverseHolofoil,Altaria,70,Rare Holo,Kyoko Umemoto,Pokémon,1,Deoxys,EX,1,Colorless,Stage 1,334.0,1,2,1,1,reverseHolofoil,low,2005
bw5-1_normal,Bulbasaur,60,Common,Mitsuhiro Arita,Pokémon,2,Dark Explorers,Black & White,1,Grass,Basic,1.0,0,2,1,1,normal,low,2012
bw5-1_reverseHolofoil,Bulbasaur,60,Common,Mitsuhiro Arita,Pokémon,2,Dark Explorers,Black & White,1,Grass,Basic,1.0,0,2,1,1,reverseHolofoil,low,2012
pop5-1_normal,Ho-Oh,80,Rare,Mitsuhiro Arita,Pokémon,2,POP Series 5,POP,1,Fire,Basic,250.0,0,2,0,1,normal,low,2007
pop5-1_holofoil,Ho-Oh,80,Rare,Mitsuhiro Arita,Pokémon,2,POP Series 5,POP,1,Fire,Basic,250.0,0,2,0,1,holofoil,low,2007
sm5-1_normal,Exeggcute,50,Common,kawayoo,Pokémon,1,Ultra Prism,Sun & Moon,1,Grass,Basic,102.0,0,1,0,1,normal,low,2018
sm5-1_reverseHolofoil,Exeggcute,50,Common,kawayoo,Pokémon,1,Ultra Prism,Sun & Moon,1,Grass,Basic,102.0,0,1,0,1,reverseHolofoil,low,2018
xy10-1_normal,Shuckle,80,Uncommon,sui,Pokémon,1,Fates Collide,XY,1,Grass,Basic,213.0,0,2,0,1,normal,low,2016
xy10-1_reverseHolofoil,Shuckle,80,Uncommon,sui,Pokémon,1,Fates Collide,XY,1,Grass,Basic,213.0,0,2,0,1,reverseHolofoil,low,2016
sm8-1_normal,Tangela,80,Common,Ken Sugimori,Pokémon,2,Lost Thunder,Sun & Moon,1,Grass,Basic,114.0,0,2,0,1,normal,low,2018
sm8-1_reverseHolofoil,Tangela,80,Common,Ken Sugimori,Pokémon,2,Lost Thunder,Sun & Moon,1,Grass,Basic,114.0,0,2,0,1,reverseHolofoil,low,2018
hgss2-1_holofoil,Jirachi,60,Rare Holo,Wataru Kawahara,Pokémon,1,HS—Unleashed,HeartGold & SoulSilver,1,Psychic,Basic,385.0,1,1,0,1,holofoil,low,2010
hgss2-1_reverseHolofoil,Jirachi,60,Rare Holo,Wataru Kawahara,Pokémon,1,HS—Unleashed,HeartGold & SoulSilver,1,Psychic,Basic,385.0,1,1,0,1,reverseHolofoil,low,2010
dpp-DP01_holofoil,Turtwig,60,Promo,Masakazu Fukuda,Pokémon,2,DP Black Star Promos,Diamond & Pearl,DP01,Grass,Basic,387.0,0,2,1,1,holofoil,low,2007
swsh1-1_holofoil,Celebi V,180,Rare Holo V,PLANETA Igarashi,Pokémon,1,Sword & Shield,Sword & Shield,1,Grass,Basic,251.0,0,2,0,1,holofoil,low,2020
basep-1_unknown,Pikachu,60,Promo,Keiji Kinebuchi,Pokémon,1,Wizards Black Star Promos,Base,1,Lightning,Basic,25.0,0,2,0,1,unknown,low,1999
swsh4-1_normal,Weedle,40,Common,sui,Pokémon,1,Vivid Voltage,Sword & Shield,1,Grass,Basic,13.0,0,1,0,1,normal,low,2020
swsh4-1_reverseHolofoil,Weedle,40,Common,sui,Pokémon,1,Vivid Voltage,Sword & Shield,1,Grass,Basic,13.0,0,1,0,1,reverseHolofoil,low,2020
xy1-1_holofoil,Venusaur-EX,180,Rare Holo EX,Eske Yoshinob,Pokémon,4,XY,XY,1,Grass,Basic,3.0,0,2,0,1,holofoil,low,2014
pop1-1_normal,Blaziken,110,Rare,Katsura Tabata,Pokémon,2,POP Series 1,POP,1,Fire,Stage 2,257.0,0,2,0,1,normal,low,2004
pop1-1_holofoil,Blaziken,110,Rare,Katsura Tabata,Pokémon,2,POP Series 1,POP,1,Fire,Stage 2,257.0,0,2,0,1,holofoil,low,2004
bw8-1_normal,Turtwig,70,Common,Kouki Saitou,Pokémon,2,Plasma Storm,Black & White,1,Grass,Basic,387.0,0,2,1,1,normal,low,2013
bw8-1_reverseHolofoil,Turtwig,70,Common,Kouki Saitou,Pokémon,2,Plasma Storm,Black & White,1,Grass,Basic,387.0,0,2,1,1,reverseHolofoil,low,2013
base6-1_holofoil,Alakazam,80,Rare Holo,Ken Sugimori,Pokémon,3,Legendary Collection,Other,1,Psychic,Stage 2,65.0,1,1,0,1,holofoil,low,2002
base6-1_reverseHolofoil,Alakazam,80,Rare Holo,Ken Sugimori,Pokémon,3,Legendary Collection,Other,1,Psychic,Stage 2,65.0,1,1,0,1,reverseHolofoil,high,2002
pop9-1_normal,Garchomp,130,Rare,Kagemaru Himeno,Pokémon,0,POP Series 9,POP,1,Colorless,Stage 2,445.0,0,2,0,1,normal,low,2009
pop4-1_normal,Chimecho δ,60,Rare,Masakazu Fukuda,Pokémon,1,POP Series 4,POP,1,Metal,Basic,358.0,0,2,0,1,normal,high,2006
neo4-1_firstEditionHolofoil,Dark Ampharos,70,Rare Holo,Kagemaru Himeno,Pokémon,2,Neo Destiny,Neo,1,Lightning,Stage 2,181.0,1,1,0,1,firstEditionHolofoil,high,2002
neo3-1_firstEditionHolofoil,Ampharos,90,Rare Holo,Toshinao Aoki,Pokémon,3,Neo Revelation,Neo,1,Lightning,Stage 2,181.0,0,2,0,1,firstEditionHolofoil,high,2001
pl4-1_holofoil,Charizard,140,Rare Holo,Kagemaru Himeno,Pokémon,3,Arceus,Platinum,1,Fire,Stage 2,6.0,1,2,1,1,holofoil,low,2009
pl4-1_reverseHolofoil,Charizard,140,Rare Holo,Kagemaru Himeno,Pokémon,3,Arceus,Platinum,1,Fire,Stage 2,6.0,1,2,1,1,reverseHolofoil,high,2009
mcd19-4_holofoil,Alolan Sandshrew,60,Unknown,Shin Nagasawa,Pokémon,1,McDonald's Collection 2019,Other,4,Water,Basic,27.0,0,1,0,1,holofoil,low,2019
sm115-3_normal,Butterfree,130,Rare,Masakazu Fukuda,Pokémon,1,Hidden Fates,Sun & Moon,3,Grass,Stage 2,12.0,0,1,0,1,normal,low,2019
sm115-3_reverseHolofoil,Butterfree,130,Rare,Masakazu Fukuda,Pokémon,1,Hidden Fates,Sun & Moon,3,Grass,Stage 2,12.0,0,1,0,1,reverseHolofoil,low,2019
base3-4_firstEditionHolofoil,Dragonite,100,Rare Holo,Kagemaru Himeno,Pokémon,1,Fossil,Base,4,Colorless,Stage 2,149.0,1,1,1,0,firstEditionHolofoil,high,1999
ex9-3_holofoil,Exploud,120,Rare Holo,Hajime Kusajima,Pokémon,2,Emerald,EX,3,Colorless,Stage 2,295.0,0,4,0,1,holofoil,low,2005
ex9-3_reverseHolofoil,Exploud,120,Rare Holo,Hajime Kusajima,Pokémon,2,Emerald,EX,3,Colorless,Stage 2,295.0,0,4,0,1,reverseHolofoil,low,2005
pop7-3_normal,Latias,80,Rare,Daisuke Ito,Pokémon,1,POP Series 7,POP,3,Colorless,Basic,380.0,0,2,1,1,normal,low,2008
pop7-3_holofoil,Latias,80,Rare,Daisuke Ito,Pokémon,1,POP Series 7,POP,3,Colorless,Basic,380.0,0,2,1,1,holofoil,low,2008
pop6-4_normal,Pachirisu,70,Rare,Atsuko Nishida,Pokémon,1,POP Series 6,POP,4,Lightning,Basic,417.0,0,2,1,1,normal,low,2007
det1-4_holofoil,Charmander,60,Common,MPC Film,Pokémon,1,Detective Pikachu,Sun & Moon,4,Fire,Basic,4.0,0,1,0,1,holofoil,low,2019
ex4-2_holofoil,Team Aqua's Crawdaunt,80,Rare Holo,Nakaoka,Pokémon,1,Team Magma vs Team Aqua,EX,2,Water,Stage 1,342.0,0,2,0,1,holofoil,low,2004
ex4-2_reverseHolofoil,Team Aqua's Crawdaunt,80,Rare Holo,Nakaoka,Pokémon,1,Team Magma vs Team Aqua,EX,2,Water,Stage 1,342.0,0,2,0,1,reverseHolofoil,low,2004
hgss1-4_holofoil,Gyarados,130,Rare Holo,Mitsuhiro Arita,Pokémon,3,HeartGold & SoulSilver,HeartGold & SoulSilver,4,Water,Stage 1,130.0,0,2,1,1,holofoil,low,2010
hgss1-4_reverseHolofoil,Gyarados,130,Rare Holo,Mitsuhiro Arita,Pokémon,3,HeartGold & SoulSilver,HeartGold & SoulSilver,4,Water,Stage 1,130.0,0,2,1,1,reverseHolofoil,low,2010
xy1-2_holofoil,M Venusaur-EX,230,Rare Holo EX,5ban Graphics,Pokémon,4,XY,XY,2,Grass,MEGA,3.0,0,1,0,1,holofoil,low,2014
ex8-2_holofoil,Beautifly,100,Rare Holo,Kagemaru Himeno,Pokémon,1,Deoxys,EX,2,Grass,Stage 2,267.0,1,2,0,1,holofoil,low,2005
ex8-2_reverseHolofoil,Beautifly,100,Rare Holo,Kagemaru Himeno,Pokémon,1,Deoxys,EX,2,Grass,Stage 2,267.0,1,2,0,1,reverseHolofoil,low,2005
bw5-2_normal,Ivysaur,90,Uncommon,sui,Pokémon,3,Dark Explorers,Black & White,2,Grass,Stage 1,2.0,0,2,1,1,normal,low,2012
bw5-2_reverseHolofoil,Ivysaur,90,Uncommon,sui,Pokémon,3,Dark Explorers,Black & White,2,Grass,Stage 1,2.0,0,2,1,1,reverseHolofoil,low,2012
dpp-DP02_holofoil,Chimchar,50,Promo,Kagemaru Himeno,Pokémon,1,DP Black Star Promos,Diamond & Pearl,DP02,Fire,Basic,390.0,0,2,0,1,holofoil,low,2007
sm2-2_normal,Weepinbell,80,Uncommon,Mina Nakai,Pokémon,2,Guardians Rising,Sun & Moon,2,Grass,Stage 1,70.0,0,1,0,1,normal,low,2017
sm2-2_reverseHolofoil,Weepinbell,80,Uncommon,Mina Nakai,Pokémon,2,Guardians Rising,Sun & Moon,2,Grass,Stage 1,70.0,0,1,0,1,reverseHolofoil,low,2017
pop4-2_normal,Deoxys δ,70,Rare,Kouki Saitou,Pokémon,1,POP Series 4,POP,2,Colorless,Basic,386.0,1,1,0,1,normal,low,2006
pop4-2_holofoil,Deoxys δ,70,Rare,Kouki Saitou,Pokémon,1,POP Series 4,POP,2,Colorless,Basic,386.0,1,1,0,1,holofoil,low,2006
bw7-2_normal,Gloom,80,Uncommon,Atsuko Nishida,Pokémon,1,Boundaries Crossed,Black & White,2,Grass,Stage 1,44.0,0,2,1,1,normal,low,2012
bw7-2_reverseHolofoil,Gloom,80,Uncommon,Atsuko Nishida,Pokémon,1,Boundaries Crossed,Black & White,2,Grass,Stage 1,44.0,0,2,1,1,reverseHolofoil,low,2012
xy4-2_normal,Venomoth,90,Rare,5ban Graphics,Pokémon,1,Phantom Forces,XY,2,Grass,Stage 1,49.0,0,2,0,1,normal,low,2014
xy4-2_reverseHolofoil,Venomoth,90,Rare,5ban Graphics,Pokémon,1,Phantom Forces,XY,2,Grass,Stage 1,49.0,0,2,0,1,reverseHolofoil,low,2014
col1-3_holofoil,Dialga,100,Rare Holo,Ayaka Yoshida,Pokémon,3,Call of Legends,HeartGold & SoulSilver,3,Metal,Basic,483.0,0,1,1,1,holofoil,low,2011
col1-3_reverseHolofoil,Dialga,100,Rare Holo,Ayaka Yoshida,Pokémon,3,Call of Legends,HeartGold & SoulSilver,3,Metal,Basic,483.0,0,1,1,1,reverseHolofoil,low,2011
ex12-4_holofoil,Delcatty,80,Rare Holo,Naoyo Kimura,Pokémon,1,Legend Maker,EX,4,Colorless,Stage 1,301.0,1,2,0,1,holofoil,low,2006
ex12-4_reverseHolofoil,Delcatty,80,Rare Holo,Naoyo Kimura,Pokémon,1,Legend Maker,EX,4,Colorless,Stage 1,301.0,1,2,0,1,reverseHolofoil,low,2006
bw11-2_normal,Tangrowth,120,Rare,Kagemaru Himeno,Pokémon,4,Legendary Treasures,Black & White,2,Grass,Stage 1,465.0,0,2,1,1,normal,low,2013
bw11-2_reverseHolofoil,Tangrowth,120,Rare,Kagemaru Himeno,Pokémon,4,Legendary Treasures,Black & White,2,Grass,Stage 1,465.0,0,2,1,1,reverseHolofoil,low,2013
pl1-4_holofoil,Delcatty,90,Rare Holo,Mitsuhiro Arita,Pokémon,1,Platinum,Platinum,4,Colorless,Stage 1,301.0,1,2,0,1,holofoil,low,2009
pl1-4_reverseHolofoil,Delcatty,90,Rare Holo,Mitsuhiro Arita,Pokémon,1,Platinum,Platinum,4,Colorless,Stage 1,301.0,1,2,0,1,reverseHolofoil,low,2009
swsh35-3_normal,Kakuna,80,Common,Miki Tanaka,Pokémon,3,Champion's Path,Sword & Shield,3,Grass,Stage 1,14.0,0,1,0,1,normal,low,2020
swsh35-3_reverseHolofoil,Kakuna,80,Common,Miki Tanaka,Pokémon,3,Champion's Path,Sword & Shield,3,Grass,Stage 1,14.0,0,1,0,1,reverseHolofoil,low,2020
base5-2_firstEditionHolofoil,Dark Arbok,60,Rare Holo,Mitsuhiro Arita,Pokémon,2,Team Rocket,Base,2,Grass,Stage 1,24.0,0,2,0,1,firstEditionHolofoil,low,2000
ecard2-H4_unknown,Azumarill,70,Rare Holo,Kagemaru Himeno,Pokémon,1,Aquapolis,E-Card,H4,Water,Stage 1,184.0,1,1,0,1,unknown,low,2003
neo4-2_firstEditionHolofoil,Dark Crobat,70,Rare Holo,"Shin-ichi Yoshikawa, CR CG gangs",Pokémon,0,Neo Destiny,Neo,2,Grass,Stage 2,169.0,1,1,1,1,firstEditionHolofoil,high,2002
ex3-4_holofoil,Flygon,120,Rare Holo,Mitsuhiro Arita,Pokémon,2,Dragon,EX,4,Colorless,Stage 2,330.0,0,2,2,1,holofoil,low,2003
ex3-4_reverseHolofoil,Flygon,120,Rare Holo,Mitsuhiro Arita,Pokémon,2,Dragon,EX,4,Colorless,Stage 2,330.0,0,2,2,1,reverseHolofoil,low,2003
xy2-4_normal,Pineco,60,Common,Suwama Chiaki,Pokémon,2,Flashfire,XY,4,Grass,Basic,204.0,0,1,0,1,normal,low,2014
xy2-4_reverseHolofoil,Pineco,60,Common,Suwama Chiaki,Pokémon,2,Flashfire,XY,4,Grass,Basic,204.0,0,1,0,1,reverseHolofoil,low,2014
pop5-2_normal,Lugia,80,Rare,Mitsuhiro Arita,Pokémon,2,POP Series 5,POP,2,Psychic,Basic,249.0,0,2,0,1,normal,low,2007
pop5-2_holofoil,Lugia,80,Rare,Mitsuhiro Arita,Pokémon,2,POP Series 5,POP,2,Psychic,Basic,249.0,0,2,0,1,holofoil,low,2007
base6-2_holofoil,Articuno,70,Rare Holo,Mitsuhiro Arita,Pokémon,2,Legendary Collection,Other,2,Water,Basic,144.0,0,2,1,0,holofoil,low,2002
base6-2_reverseHolofoil,Articuno,70,Rare Holo,Mitsuhiro Arita,Pokémon,2,Legendary Collection,Other,2,Water,Basic,144.0,0,2,1,0,reverseHolofoil,high,2002
dv1-4_holofoil,Dragonair,70,Rare Holo,Kagemaru Himeno,Pokémon,2,Dragon Vault,Black & White,4,Dragon,Stage 1,148.0,0,2,0,1,holofoil,low,2012
ex11-4_holofoil,Espeon δ,70,Rare Holo,Ryo Ueda,Pokémon,1,Delta Species,EX,4,Psychic,Stage 1,196.0,1,1,0,1,holofoil,high,2005
ex11-4_reverseHolofoil,Espeon δ,70,Rare Holo,Ryo Ueda,Pokémon,1,Delta Species,EX,4,Psychic,Stage 1,196.0,1,1,0,1,reverseHolofoil,high,2005
dp4-2_holofoil,Cresselia,80,Rare Holo,Ryo Ueda,Pokémon,1,Great Encounters,Diamond & Pearl,2,Psychic,Basic,488.0,0,2,0,1,holofoil,low,2008
dp4-2_reverseHolofoil,Cresselia,80,Rare Holo,Ryo Ueda,Pokémon,1,Great Encounters,Diamond & Pearl,2,Psychic,Basic,488.0,0,2,0,1,reverseHolofoil,low,2008
dp1-2_holofoil,Dusknoir,120,Rare Holo,Takabon,Pokémon,3,Diamond & Pearl,Diamond & Pearl,2,Psychic,Stage 2,477.0,1,1,1,1,holofoil,low,2007
dp1-2_reverseHolofoil,Dusknoir,120,Rare Holo,Takabon,Pokémon,3,Diamond & Pearl,Diamond & Pearl,2,Psychic,Stage 2,477.0,1,1,1,1,reverseHolofoil,low,2007
gym2-3_firstEditionHolofoil,Brock's Ninetales,70,Rare Holo,Ken Sugimori,Pokémon,1,Gym Challenge,Gym,3,Fire,Stage 1,38.0,1,1,0,1,firstEditionHolofoil,high,2000
pop1-2_normal,Metagross,100,Rare,Ken Sugimori,Pokémon,3,POP Series 1,POP,2,Metal,Stage 2,376.0,0,2,1,1,normal,low,2004
pop1-2_holofoil,Metagross,100,Rare,Ken Sugimori,Pokémon,3,POP Series 1,POP,2,Metal,Stage 2,376.0,0,2,1,1,holofoil,low,2004
si1-3_normal,Onix,90,Unknown,Keiko Fukuyama,Pokémon,3,Southern Islands,Other,3,Fighting,Basic,95.0,0,2,0,1,normal,low,2001
dp3-4_holofoil,Entei,80,Rare Holo,Ryo Ueda,Pokémon,2,Secret Wonders,Diamond & Pearl,4,Fire,Basic,244.0,1,1,0,1,holofoil,low,2007
dp3-4_reverseHolofoil,Entei,80,Rare Holo,Ryo Ueda,Pokémon,2,Secret Wonders,Diamond & Pearl,4,Fire,Basic,244.0,1,1,0,1,reverseHolofoil,low,2007
base4-4_holofoil,Charizard,120,Rare Holo,Mitsuhiro Arita,Pokémon,3,Base Set 2,Base,4,Fire,Stage 2,6.0,1,1,1,1,holofoil,high,2000
pl4-2_holofoil,Froslass,80,Rare Holo,TOKIYA,Pokémon,1,Arceus,Platinum,2,Water,Stage 1,478.0,1,1,0,1,holofoil,low,2009
pl4-2_reverseHolofoil,Froslass,80,Rare Holo,TOKIYA,Pokémon,1,Arceus,Platinum,2,Water,Stage 1,478.0,1,1,0,1,reverseHolofoil,low,2009
bw8-2_normal,Grotle,100,Uncommon,Sumiyoshi Kizuki,Pokémon,3,Plasma Storm,Black & White,2,Grass,Stage 1,388.0,0,1,1,1,normal,low,2013
bw8-2_reverseHolofoil,Grotle,100,Uncommon,Sumiyoshi Kizuki,Pokémon,3,Plasma Storm,Black & White,2,Grass,Stage 1,388.0,0,1,1,1,reverseHolofoil,low,2013
pop3-2_normal,Flareon,70,Rare,Masakazu Fukuda,Pokémon,1,POP Series 3,POP,2,Fire,Stage 1,136.0,0,2,0,1,normal,low,2006
pop3-2_holofoil,Flareon,70,Rare,Masakazu Fukuda,Pokémon,1,POP Series 3,POP,2,Fire,Stage 1,136.0,0,2,0,1,holofoil,low,2006
xy11-3_normal,Hoppip,40,Common,Mina Nakai,Pokémon,1,Steam Siege,XY,3,Grass,Basic,187.0,0,1,0,1,normal,low,2016
xy11-3_reverseHolofoil,Hoppip,40,Common,Mina Nakai,Pokémon,1,Steam Siege,XY,3,Grass,Basic,187.0,0,1,0,1,reverseHolofoil,low,2016
sm3-2_normal,Metapod,80,Uncommon,Suwama Chiaki,Pokémon,2,Burning Shadows,Sun & Moon,2,Grass,Stage 1,11.0,0,2,0,1,normal,low,2017
sm3-2_reverseHolofoil,Metapod,80,Uncommon,Suwama Chiaki,Pokémon,2,Burning Shadows,Sun & Moon,2,Grass,Stage 1,11.0,0,2,0,1,reverseHolofoil,low,2017
swsh1-2_normal,Roselia,70,Common,sowsow,Pokémon,1,Sword & Shield,Sword & Shield,2,Grass,Basic,315.0,0,1,0,1,normal,low,2020
swsh1-2_reverseHolofoil,Roselia,70,Common,sowsow,Pokémon,1,Sword & Shield,Sword & Shield,2,Grass,Basic,315.0,0,1,0,1,reverseHolofoil,low,2020
pop9-2_normal,Manaphy,70,Rare,Masakazu Fukuda,Pokémon,1,POP Series 9,POP,2,Water,Basic,490.0,0,2,0,1,normal,low,2009
pop9-2_holofoil,Manaphy,70,Rare,Masakazu Fukuda,Pokémon,1,POP Series 9,POP,2,Water,Basic,490.0,0,2,0,1,holofoil,low,2009
xy7-3_normal,Vileplume,130,Rare,Midori Harada,Pokémon,3,Ancient Origins,XY,3,Grass,Stage 2,45.0,1,1,0,1,normal,low,2015
xy7-3_reverseHolofoil,Vileplume,130,Rare,Midori Harada,Pokémon,3,Ancient Origins,XY,3,Grass,Stage 2,45.0,1,1,0,1,reverseHolofoil,low,2015
bw10-3_normal,Lileep,80,Uncommon,Suwama Chiaki,Pokémon,2,Plasma Blast,Black & White,3,Grass,Restored,345.0,1,1,1,1,normal,low,2013
bw10-3_reverseHolofoil,Lileep,80,Uncommon,Suwama Chiaki,Pokémon,2,Plasma Blast,Black & White,3,Grass,Restored,345.0,1,1,1,1,reverseHolofoil,low,2013
bw4-2_normal,Seedot,40,Common,Kagemaru Himeno,Pokémon,1,Next Destinies,Black & White,2,Grass,Basic,273.0,0,1,1,1,normal,low,2012
bw4-2_reverseHolofoil,Seedot,40,Common,Kagemaru Himeno,Pokémon,1,Next Destinies,Black & White,2,Grass,Basic,273.0,0,1,1,1,reverseHolofoil,low,2012
sm9-4_normal,Kakuna,80,Uncommon,Yuka Morii,Pokémon,3,Team Up,Sun & Moon,4,Grass,Stage 1,14.0,1,1,0,1,normal,low,2019
sm9-4_reverseHolofoil,Kakuna,80,Uncommon,Yuka Morii,Pokémon,3,Team Up,Sun & Moon,4,Grass,Stage 1,14.0,1,1,0,1,reverseHolofoil,low,2019
hgss4-4_holofoil,Drapion,100,Rare Holo,Sumiyoshi Kizuki,Pokémon,3,HS—Triumphant,HeartGold & SoulSilver,4,Darkness,Stage 1,452.0,0,2,1,1,holofoil,low,2010
hgss4-4_reverseHolofoil,Drapion,100,Rare Holo,Sumiyoshi Kizuki,Pokémon,3,HS—Triumphant,HeartGold & SoulSilver,4,Darkness,Stage 1,452.0,0,2,1,1,reverseHolofoil,low,2010
ex13-3_holofoil,Deoxys δ,70,Rare Holo,Mitsuhiro Arita,Pokémon,1,Holon Phantoms,EX,3,Darkness,Basic,386.0,1,1,0,1,holofoil,low,2006
ex13-3_reverseHolofoil,Deoxys δ,70,Rare Holo,Mitsuhiro Arita,Pokémon,1,Holon Phantoms,EX,3,Darkness,Basic,386.0,1,1,0,1,reverseHolofoil,low,2006
sm5-2_normal,Yanma,70,Common,Akira Komayama,Pokémon,1,Ultra Prism,Sun & Moon,2,Grass,Basic,193.0,0,1,1,1,normal,low,2018
sm5-2_reverseHolofoil,Yanma,70,Common,Akira Komayama,Pokémon,1,Ultra Prism,Sun & Moon,2,Grass,Basic,193.0,0,1,1,1,reverseHolofoil,low,2018
sm75-1_normal,Charmander,70,Common,tetsuya koizumi,Pokémon,2,Dragon Majesty,Sun & Moon,1,Fire,Basic,4.0,0,1,0,1,normal,low,2018
sm75-1_reverseHolofoil,Charmander,70,Common,tetsuya koizumi,Pokémon,2,Dragon Majesty,Sun & Moon,1,Fire,Basic,4.0,0,1,0,1,reverseHolofoil,low,2018
ex10-1_holofoil,Ampharos,120,Rare Holo,Kyoko Umemoto,Pokémon,2,Unseen Forces,EX,1,Lightning,Stage 2,181.0,1,1,1,1,holofoil,low,2005
